review_id,building_id,building_name,building_type,ward,address_street,city,latitude,longitude,building_levels,rating,sentiment,review_title,review_text,review_source
REV-03751,way/798254695,Unnamed building,yes,,,Kochi,10.0162206,76.3093022,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03752,way/798254696,Unnamed building,yes,,,Kochi,10.0160299,76.3081278,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03753,way/798254697,Unnamed building,yes,,,Kochi,10.0145888,76.309402,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03754,way/798254698,Unnamed building,yes,,,Kochi,10.0142575,76.3095002,,1,negative,Needs some improvement,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03755,way/798254699,Unnamed building,yes,,,Kochi,10.0141332,76.3100517,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03756,way/798254700,Unnamed building,yes,,,Kochi,10.0146431,76.3097319,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03757,way/798254701,Unnamed building,yes,,,Kochi,10.0136575,76.3101851,,1,negative,Needs some improvement,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03758,way/798254702,Unnamed building,yes,,,Kochi,10.0141022,76.3103928,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03759,way/798254703,Unnamed building,yes,,,Kochi,10.0142924,76.3093409,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03760,way/798254704,Unnamed building,yes,,,Kochi,10.0157934,76.3106578,,5,positive,Nice building and surroundings,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03761,way/798254705,Unnamed building,yes,,,Kochi,10.0159316,76.3102008,,4,positive,Useful and accessible,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03762,way/798254706,Unnamed building,yes,,,Kochi,10.0192206,76.3094927,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03763,way/798254707,Unnamed building,yes,,,Kochi,10.0190478,76.3090287,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03764,way/798254708,Unnamed building,yes,,,Kochi,10.0199682,76.3086933,,2,negative,Could be maintained better,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03765,way/798254709,Unnamed building,yes,,,Kochi,10.0197478,76.3080223,,1,negative,Needs some improvement,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03766,way/798254710,Unnamed building,yes,,,Kochi,10.0199786,76.3101037,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03767,way/798254711,MAJ School of Nursing,college,,,Kochi,10.0213941,76.3085193,,5,positive,Nice building and surroundings,"MAJ School of Nursing (college building) in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03768,way/798254712,Unnamed building,yes,,,Kochi,10.0224841,76.3087352,,1,negative,Needs some improvement,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03769,way/798254713,Unnamed building,yes,,,Kochi,10.0230097,76.3084547,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03770,way/798254714,Unnamed building,yes,,,Kochi,10.0228065,76.3087715,,3,neutral,Mixed impression,"yes in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-03771,way/798254715,Unnamed building,yes,,,Kochi,10.0254651,76.3043701,,4,positive,Useful and accessible,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03772,way/798254716,Unnamed building,yes,,,Kochi,10.0249312,76.30538,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03773,way/798254718,Unnamed building,yes,,,Kochi,10.0258874,76.3055748,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03774,way/798257408,Unnamed building,apartments,,,Kochi,10.0287275,76.3067144,11,2,negative,Could be maintained better,"apartment building in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information. The mapped record indicates approximately 11 level(s).",synthetic_from_geojson_attributes
REV-03775,way/798257516,Unnamed building,apartments,,,Kochi,10.0292592,76.3067787,11,3,neutral,Mixed impression,apartment building in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities. The mapped record indicates approximately 11 level(s).,synthetic_from_geojson_attributes
REV-03776,way/798260184,Unnamed building,house,,,Kochi,10.0290069,76.3063526,,1,negative,Needs some improvement,"residential house in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03777,way/798260185,Unnamed building,house,,,Kochi,10.0291141,76.3062673,,3,neutral,Mixed impression,"residential house in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-03778,way/798260186,Unnamed building,house,,,Kochi,10.0292668,76.3062099,,4,positive,Useful and accessible,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03779,way/798260187,Unnamed building,house,,,Kochi,10.0294026,76.3061605,,4,positive,Useful and accessible,residential house in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03780,way/798260188,Unnamed building,house,,,Kochi,10.0295351,76.3061123,,5,positive,Nice building and surroundings,residential house in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03781,way/798260189,Unnamed building,house,,,Kochi,10.0300935,76.3059041,,3,neutral,Mixed impression,residential house in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-03782,way/798260190,Unnamed building,house,,,Kochi,10.0299271,76.3059454,,4,positive,Useful and accessible,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03783,way/798260191,Unnamed building,house,,,Kochi,10.0297955,76.3060092,,4,positive,Useful and accessible,"residential house in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03784,way/798260192,Unnamed building,house,,,Kochi,10.0296699,76.306072,,3,neutral,Mixed impression,residential house in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-03785,way/798260193,Unnamed building,house,,,Kochi,10.0301474,76.3061493,,5,positive,Nice building and surroundings,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03786,way/798260194,Unnamed building,house,,,Kochi,10.0299503,76.3062099,,5,positive,Nice building and surroundings,"residential house in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03787,way/798260195,Unnamed building,house,,,Kochi,10.029906,76.3065575,,3,neutral,Mixed impression,"residential house in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03788,way/798260196,Unnamed building,house,,,Kochi,10.0296894,76.3054159,,5,positive,Nice building and surroundings,residential house in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03789,way/798260197,Unnamed building,house,,,Kochi,10.0298024,76.3057963,,3,neutral,Mixed impression,residential house in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-03790,way/798260198,Unnamed building,house,,,Kochi,10.0291205,76.3059846,,3,neutral,Mixed impression,"residential house in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-03791,way/798260199,Unnamed building,house,,,Kochi,10.0295431,76.3050265,,3,neutral,Mixed impression,"residential house in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03792,way/798261287,Unnamed building,house,,,Kochi,10.0299924,76.3068098,,1,negative,Needs some improvement,"residential house in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03793,way/798261288,Unnamed building,house,,,Kochi,10.0299438,76.3067004,,4,positive,Useful and accessible,residential house in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03794,way/798261289,Unnamed building,house,,,Kochi,10.0298667,76.3064332,,5,positive,Nice building and surroundings,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03795,way/798261290,Unnamed building,house,,,Kochi,10.0298065,76.3062948,,2,negative,Could be maintained better,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03796,way/798261291,Unnamed building,house,,,Kochi,10.0300426,76.3065057,,3,neutral,Mixed impression,"residential house in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03797,way/798265150,Unnamed building,house,,,Kochi,10.0311594,76.306021,,2,negative,Could be maintained better,"residential house in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03798,way/798265151,Unnamed building,house,,,Kochi,10.0310749,76.3058998,,4,positive,Useful and accessible,"residential house in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03799,way/798265152,Unnamed building,house,,,Kochi,10.030955,76.3062571,,2,negative,Could be maintained better,"residential house in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03800,way/798265153,Unnamed building,house,,,Kochi,10.030843,76.3068799,,2,negative,Could be maintained better,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03801,way/798265154,Unnamed building,house,,,Kochi,10.0314917,76.3071561,,3,neutral,Mixed impression,"residential house in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03802,way/798265155,Unnamed building,house,,,Kochi,10.0310004,76.3076171,,1,negative,Needs some improvement,"residential house in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03803,way/798265156,Unnamed building,house,,,Kochi,10.0309849,76.3077521,,2,negative,Could be maintained better,"residential house in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03804,way/798265157,Unnamed building,house,,,Kochi,10.0311932,76.3075958,,1,negative,Needs some improvement,"residential house in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03805,way/798265158,Unnamed building,house,,,Kochi,10.0315053,76.30785,,1,negative,Needs some improvement,"residential house in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03806,way/798265159,Unnamed building,house,,,Kochi,10.0311705,76.3078866,,4,positive,Useful and accessible,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03807,way/798265160,Unnamed building,house,,,Kochi,10.030583,76.3073052,,1,negative,Needs some improvement,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03808,way/798265161,Unnamed building,house,,,Kochi,10.0317901,76.308281,,1,negative,Needs some improvement,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03809,way/798265162,Unnamed building,house,,,Kochi,10.0315007,76.3082016,,4,positive,Useful and accessible,residential house in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03810,way/798265163,Unnamed building,house,,,Kochi,10.0310918,76.3081147,,3,neutral,Mixed impression,residential house in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-03811,way/798265164,Unnamed building,house,,,Kochi,10.0309534,76.3086008,,1,negative,Needs some improvement,"residential house in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03812,way/798265165,Unnamed building,house,,,Kochi,10.0320716,76.3075579,,1,negative,Needs some improvement,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03813,way/798265166,Unnamed building,house,,,Kochi,10.0322774,76.3070467,,1,negative,Needs some improvement,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03814,way/798265167,Unnamed building,house,,,Kochi,10.0324923,76.3088374,,5,positive,Nice building and surroundings,"residential house in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03815,way/798265168,Unnamed building,house,,,Kochi,10.032798,76.3087407,,5,positive,Nice building and surroundings,"residential house in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03816,way/798265169,Unnamed building,house,,,Kochi,10.0328123,76.3080879,,5,positive,Nice building and surroundings,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03817,way/798265170,Unnamed building,house,,,Kochi,10.0332718,76.3078068,,3,neutral,Mixed impression,residential house in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-03818,way/798265171,Unnamed building,house,,,Kochi,10.0325096,76.3094891,,1,negative,Needs some improvement,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03819,way/798265172,Unnamed building,house,,,Kochi,10.0326174,76.3093482,,5,positive,Nice building and surroundings,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03820,way/798265173,Unnamed building,house,,,Kochi,10.0335349,76.3088288,,3,neutral,Mixed impression,"residential house in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03821,way/798265174,Unnamed building,house,,,Kochi,10.0334462,76.3096554,,4,positive,Useful and accessible,"residential house in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03822,way/798265175,Unnamed building,house,,,Kochi,10.0332047,76.310886,,1,negative,Needs some improvement,"residential house in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03823,way/798265176,Unnamed building,house,,,Kochi,10.032891,76.310731,,4,positive,Useful and accessible,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03824,way/798265177,Unnamed building,house,,,Kochi,10.0331916,76.3101618,,4,positive,Useful and accessible,"residential house in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03825,way/798265179,Unnamed building,house,,,Kochi,10.033702,76.3090783,,2,negative,Could be maintained better,"residential house in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03826,way/798265180,Unnamed building,house,,,Kochi,10.0355188,76.3119163,,3,neutral,Mixed impression,"residential house in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-03827,way/798265181,Unnamed building,house,,,Kochi,10.0355163,76.311159,,5,positive,Nice building and surroundings,residential house in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03828,way/798265182,Unnamed building,house,,,Kochi,10.0354718,76.3117603,,5,positive,Nice building and surroundings,"residential house in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03829,way/798273366,Unnamed building,yes,,,Kochi,10.0058465,76.2950793,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03830,way/798273367,Unnamed building,school,,,Kochi,10.0062021,76.2960042,,5,positive,Nice building and surroundings,school in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03831,way/798273368,Unnamed building,school,,,Kochi,10.0059865,76.296062,,2,negative,Could be maintained better,"school in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03832,way/798273369,Unnamed building,school,,,Kochi,10.0058151,76.2958675,,2,negative,Could be maintained better,"school in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03833,way/798273370,Unnamed building,yes,,,Kochi,10.0058333,76.2964746,,1,negative,Needs some improvement,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03834,way/798273371,Unnamed building,yes,,,Kochi,10.0059078,76.2947108,,4,positive,Useful and accessible,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03835,way/798273372,Unnamed building,yes,,,Kochi,10.0054119,76.2948454,,4,positive,Useful and accessible,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03836,way/798273373,Unnamed building,yes,,,Kochi,10.0053558,76.2946217,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03837,way/798273374,Unnamed building,yes,,,Kochi,10.0056336,76.2938326,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03838,way/798273375,Unnamed building,yes,,,Kochi,10.0053877,76.2944693,,5,positive,Nice building and surroundings,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03839,way/798273376,Unnamed building,yes,,,Kochi,10.005328,76.2942739,,5,positive,Nice building and surroundings,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-03840,way/798273377,Unnamed building,yes,,,Kochi,10.0057667,76.2940805,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03841,way/798273378,Unnamed building,yes,,,Kochi,10.005643,76.2936146,,2,negative,Could be maintained better,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03842,way/798273379,Unnamed building,yes,,,Kochi,10.0053034,76.2925965,,2,negative,Could be maintained better,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03843,way/798273380,Unnamed building,yes,,,Kochi,10.0053134,76.2932987,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03844,way/798273381,Unnamed building,yes,,,Kochi,10.0050932,76.2930385,,2,negative,Could be maintained better,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-03845,way/798273382,Unnamed building,yes,,,Kochi,10.0049753,76.2934269,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03846,way/798273383,Unnamed building,yes,,,Kochi,10.0055193,76.2934837,,3,neutral,Mixed impression,yes in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-03847,way/798273384,Unnamed building,yes,,,Kochi,10.0056315,76.2924375,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03848,way/798273385,Unnamed building,yes,,,Kochi,10.0056922,76.2931676,,1,negative,Needs some improvement,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03849,way/798280564,Unnamed building,yes,,,Kochi,10.0090516,76.314454,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03850,way/798280565,Unnamed building,yes,,,Kochi,10.0091224,76.3149003,,5,positive,Nice building and surroundings,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03851,way/798280566,Unnamed building,yes,,,Kochi,10.008733,76.3146713,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03852,way/798280567,Unnamed building,yes,,,Kochi,10.0085978,76.3150854,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03853,way/798280568,Unnamed building,yes,,,Kochi,10.0084225,76.3150299,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03854,way/798280569,Unnamed building,yes,,,Kochi,10.0085677,76.3157833,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03855,way/798280570,Unnamed building,yes,,,Kochi,10.0082646,76.3154781,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03856,way/798280571,Unnamed building,yes,,,Kochi,10.0081339,76.3144326,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03857,way/798280572,Unnamed building,yes,,,Kochi,10.0084419,76.3142781,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03858,way/798280573,Unnamed building,yes,,,Kochi,10.0091503,76.3139412,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03859,way/798280574,Unnamed building,yes,,,Kochi,10.0094615,76.3148188,,1,negative,Needs some improvement,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03860,way/798280575,Unnamed building,yes,,,Kochi,10.0089818,76.3142292,,3,neutral,Mixed impression,yes in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-03861,way/798280576,Unnamed building,yes,,,Kochi,10.0097864,76.3151348,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03862,way/798280577,Unnamed building,residential,,,Kochi,10.0090324,76.3161595,,2,negative,Could be maintained better,"residential building in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03863,way/798280578,Unnamed building,yes,,,Kochi,10.009313,76.3155033,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-03864,way/798280579,Unnamed building,yes,,,Kochi,10.0098466,76.3154464,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03865,way/798280580,Unnamed building,yes,,,Kochi,10.0089554,76.3154829,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-03866,way/798280581,Unnamed building,yes,,,Kochi,10.0090352,76.3156095,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03867,way/798280582,Unnamed building,yes,,,Kochi,10.0088927,76.3136793,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-03868,way/798280583,Unnamed building,apartments,,,Kochi,10.0107113,76.316185,,2,negative,Could be maintained better,"apartment building in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03869,way/798280584,Unnamed building,apartments,,,Kochi,10.0107828,76.31644,,3,neutral,Mixed impression,"apartment building in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03870,way/798280585,Unnamed building,apartments,,,Kochi,10.0108378,76.3166981,,3,neutral,Mixed impression,"apartment building in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-03871,way/798280586,Unnamed building,apartments,,,Kochi,10.0109502,76.3169202,,3,neutral,Mixed impression,"apartment building in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-03872,way/798280587,Unnamed building,apartments,,,Kochi,10.0111133,76.317178,,2,negative,Could be maintained better,"apartment building in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-03873,way/798280588,Unnamed building,apartments,,,Kochi,10.0108331,76.3178185,,2,negative,Could be maintained better,"apartment building in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
